Medication_Name,Package_Size,Max_Consumer_Price
ARANESP 80MCG PREFILLED PEN 1X0.4ML,1,892.84
ARAVA 100MG 3TAB,3,187.02
ARAVA 10MG 30TAB,30,274.18
ARAVA 20MG 30TAB,30,302.8
ARCOXIA 120MG 7TAB,7,49.5
ARCOXIA 30MG 28TAB,28,111.58
ARCOXIA 60MG 10TAB,10,48.76
ARCOXIA 90MG 10TAB,10,50.36
AREDIA VIAL 90MG PWDR 10ML SOLV,1,711.71
AREDIA VIALS 2X30MG + 2x10ML SOLV,2,633.75
ARICEPT 10MG 28TAB,28,332.24
ARICEPT 5MG 28TAB,28,293.83
ARIMIDEX 1MG 28TAB,28,284.4
ARIXTRA 10MG/0.8ML 10 PREFIL SYR,10,941.75
ARIXTRA 2.5MG/0.5ML 10 PREFIL SYR,10,432.36
ARIXTRA 7.5MG/0.6ML 10 PREFIL.SYRINGE,10,941.75
AROMASIN 25MG 30TAB,30,442.93
ART 50 50MG 30CAPS,30,63.36
ARTHROTEC 50 20TAB,20,38.23
ARTHROTEC 75 20TAB,20,47.02
ARTHRYL 1500MG 30 SACHETS,30,72.12
ASACOL 400MG 100TAB,100,156.12
ASACOL 800MG 60TAB,60,239.33
ASENTA 10MG 28TAB,28,332.24
ASENTA 5MG 28TAB,28,293.83
ASSIVAL 10MG 30TAB,30,11.08
ASSIVAL 10MG/2ML 5AMP,5,16.31
ASSIVAL 2MG 30TAB,30,4.96
ASSIVAL 5MG 30TAB,30,7.52
ATACAND 16MG 28TAB,28,116.28
ATACAND 8MG 28TAB,28,99.99
ATACAND PLUS 28TAB,28,118.81
ATORVASTATIN TEVA 10MG 30TAB,30,80.83
ATORVASTATIN TEVA 20MG 30TAB,30,128.77
ATORVASTATIN TEVA 40MG 30TAB,30,185.28
ATORVASTATIN TEVA 80MG 30TAB,30,231.75
ATOSIBAN 7.5MG/ML 0.9ML(6.75MG),0.9,154.74
ATOSIBAN 7.5MG/ML 5ML (37.5MG),5,2552.34
ATRIANCE 5MG/ML INJ 6X50ML VIALS,6,10922.17
ATRIPLA 30TAB,30,4373.59
ATROSPAN DRPS 1%10CC,10,19.2
ATROVENT INHALER 20MCG 200DOSES,200,34.85
ATZIRUT X 30 TAB,30,20.11
AUGMENTIN 1.2G 10VIALS,10,152.55
AUGMENTIN 125MG 100ML,100,15.34
AUGMENTIN 250MG 20T,20,28.59
AUGMENTIN 250MG100ML,100,24.77
AUGMENTIN 400MG SUSP 35ML,35,13.39
AUGMENTIN 400MG SUSP 70ML,70,26.78
AUGMENTIN 500MG 10VIALS,10,82.24
AUGMENTIN 500MG 20TAB,20,37.79
AUGMENTIN B.I.D 875MG 14TAB,14,41.01
AVAMYS 27.5MCG/DOSE 120DOSES,120,58.18
AVANDIA 4MG 28TAB,28,115.68
AVANDIA 8MG 28TAB,28,215.02
AVASTIN 100MG 25MG/ML VIAL 4ML,1,1888.96
AVASTIN 400MG 25MG/ML VIAL 16ML,1,7201.98
AVAXIM INJ SOL 1X0.5ML,1,148.83
AVODART 0.5MG 30CAPS,30,172.36
AVONEX 4X30MCG/ML SYRINGE,4,4698.2
AZARGA 5ML,5,87.02
AZENIL 200MG 15ML,15,28.26
AZENIL 200MG 22.5ML,22.5,42.39
AZENIL 250MG 6CAPSULES,6,33.2
AZILECT 1MG 30TAB,30,550.31
AZITHROMYCIN TEVA 200MG/5ML 15ML,15,28.26
AZITHROMYCIN TEVA 200MG/5ML 22.5ML,22.5,42.39
AZOPI 50MG 100TAB,100,118.49
BACLOSAL 10MG 50TAB,50,25.35
BACLOSAL 25MG 50TAB,50,45.56
BACTROBAN 15GR OINT,15,32.56
BACTROBAN NASAL 3GR,3,39.18
BARACLUDE 0.5 MG 30 F.C. TABS,30,2515.38
BARACLUDE 1 MG 30 F.C. TABS,30,2684.02
BEDODEKA 100AMP,100,168.54
BELARA 1X21TAB,21,57
BELARA 3X21TAB,63,158.93
BENAZEPRIL-TEVA 10MG 30TAB,30,51.35
BENAZEPRIL-TEVA 20MG 30TAB,30,99.39
BENAZEPRIL-TEVA 5MG 30TAB,30,35.86
BENEFIX 1000IU/VIAL I.V 1 VIAL,1,4181.56
BENEFIX 2000IU/VIAL I.V 1 VIAL,1,8343.93
BENEFIX 250IU/VIAL I.V 1 VIAL,1,1066.29
BENEFIX 500 IU/VIAL I.V 1 VIAL,1,2100.4
BENZALIN GEL TOPICAL 25G,25,86.97
BERINERT 500U/VIAL POWDER FOR SOL FOR INJ/INF,1,2995.4
BETACAP 0.1% 100ML,100,38.26
BETACORTEN CREAM 15G,15,7.47
BETACORTEN DILUTED CREAM 15G,15,3.78
BETACORTEN DILUTED CREAM 40G,40,10.08
BETACORTEN OINT 15GR,15,7.01
BETACORTEN TOPICAL SCALP  APPL SOL 30ML,30,11.48
BETAFERON 0.3MG/VIAL 15VIAL+SYR,15,4711.06
BETAREN 100MG 10 S.R.TAB,10,11.75
BETAREN 100MG 20 S.R.TAB,20,23.49
BETISTINE 16MG 30TAB,30,18.82
BETNESOL 0.50MG 30TAB,30,12.6
BETNOVATE CREAM 15G,15,7.47
BETNOVATE OINT 15G,15,7.01
BETNOVATE TOPICAL SCALP APPL SOL 30ML,30,11.48
BETOPTIC S 5ML 0.25%,5,27.56
BEZAFIBRATE 400MG 30 SR TAB,30,38.07
BICALUTAMIDE TEVA 150MG 30TAB,30,838.48
BICALUTAMIDE TEVA 50MG 30TAB,30,330.79
BICAMIDE 150MG 30F.C TAB,30,838.48
BIFONAZOLE CREAM 1% 15GR,15,27.02
BIFONAZOLE TEVA CREAM 15GR,15,27.02
BIO TROPIN 10MG VIAL,1,1375.36
BIODROXIL 125MG/5ML SUSP 60 ML,60,9.26
BIODROXIL 250MG/5ML SUSP 60 ML,60,15.91
BIODROXIL 500 MG 12 CAPSULES,12,23.48
BIO-TROPIN 4MG (12 IU) VIAL,1,632.11
BLASTOVIN 1VIAL 10MG/10ML,1,63.49
BLEOMYCIN PFI 15000 IU/VIAL 10 VIALS,10,1157.04
BONDORMIN 0.25MG 10TAB,10,13.38
BONEFOS 800MG 30TAB,30,498.96
BONSERIN 30MG 20TAB,20,18.62
BOOSTRIX SUSP FOR INJ PREFIL SYR 0.5ML,1,91.66
BOTOX 100 1VIAL,1,1117.59
BRAVELLE 75IU 10AMP,10,900.68
BREXIN 20MG 10 SACHETS WATER SOLUBLE POWDER,10,23.64
BREXIN 20MG 20 SACHETS WATER SOLUBLE POWDER,20,47.28
BREXIN 20MG 20TAB,20,33.14
BRICALIN ELIXIR 115ML,115,8.84
BRICALIN TURBUHALER 200DOSES,200,55.79
BRIDION 10X2ML VIALS,10,4436.95
BRIDION 10X5ML VIALS,10,11309.02
BRILINTA 90MG 168 TAB,168,1123.36
BRILINTA 90MG 56TAB,56,374.45
BROTIZOLAM-TEVA 0.25MG 10TAB,10,13.38
BUDESON 3MG 100CAPS,100,466.29
BUDESONIDE STERINEBS TEVA 0.5MG/2ML 20UNITS,20,123.52
BUDESONIDE STERINEBS TEVA 1MG/2ML 20UNITS,20,142.51
BUDICORT RESP1MG/2ML 20UNITS,20,142.51
BUDICORT RESPULES 0.5MG/2ML 20UNITS,20,123.52
BUDICORT TURBUHALER 100MCG/DOSE 200 DOSES,200,94.96
BUDICORT TURBUHALER 200MCG/DOSE 100DOSES,100,81.6
BUTRANS  20MG 2PATCHES,2,296.91
BUTRANS 10MG 2PATCHES,2,177.17
BUTRANS 5MG 2PATCHES,2,102.42
BYETTA 10MCG 2.4ML,1,525.17
BYETTA 5MCG 1.2ML,1,503.48
CABASER 1MG 20TAB,20,99.45
CABASER 2MG 20TAB,20,183.43
CABOTRIM 0.5MG 2TAB,2,59.01
CABOTRIM 0.5MG 8TAB,8,219.38
CABOTRIM 1MG 30TAB
CABOTRIM 1MG 30TAB,30,138.64
CABOTRIM 2MG 30TAB,30,258.64
CADEX 1MG 30TAB,30,22.3
CADEX 2MG 30CAPL,30,18.1
CADEX 4MG 30CAPL,30,27.99
CAFERGOT 20TAB,20,13.79
CALCIPOTRIOL TEVA 50 MCG/G OINT 100GR,100,138.28
CALCIPOTRIOL TEVA 50 MCG/G OINT 30GR,30,45.46
CAMPTO 100MG/5ML IV SOL FOR INF,1,618.13
CAMPTO 300MG IV SOL FOR INF,1,1806.57
CAMPTO 40MG/2ML IV SOL FOR INF,1,250.93
CAPTOPRIL 12.5MG 90TAB,90,27.5
CAPTOPRIL 25MG 90TAB,90,48.53
CAPTOPRIL 50MG 90TAB,90,85.68
CARDILOC 10MG 30TAB,30,24.72
CARDILOC 2.5MG 30TAB,30,28.59
CARDILOC 5MG 30TAB,30,14.39
CARDIOXANE 500MG VIAL PWDR FOR INFUS,1,598.78
CARDORAL 1MG 30TAB,30,22.3
CARDORAL 2MG 30TAB,30,18.1
CARDORAL 4MG 30TAB,30,27.99
CARDOXIN AMPOULES 10MG/2ML 50AMP,50,63.27
CARDOXIN FRTE 75MG 100TAB,100,27.36
CARTEOL LP 1% 30 SINGLE DOSE UNIT (0.2 ML),30,42.02
CARTEOL LP 1% 3ML,3,29.26
CARTEOL LP 2% 30 SINGLE DOSE UNIT (0.2 ML),30,42.02
CARTEOL LP 2% 3ML,3,24.32
CARVEDEXXON 12.5MG 30TAB,30,27.25
CARVEDEXXON 6.25MG 30TAB,30,20.86
CARVEDILOL TEVA 12.5MG 30TAB,30,27.25
CARVEDILOL TEVA 6.25MG 30TAB,30,20.86
CASODEX 150MG 28TAB,28,782.59
CASODEX 50MG 28TAB,28,308.73
CATAFLAM 50MG 10TAB,10,8.57
CAVERJECT 10MCG V+DS,1,56.01
CAVERJECT 20MCG V+DS,1,75.81
CEDAX SUSP 60ML,60,90.4
CEFALOR 500MG 10CAP,10,29.11
CEFAMEZIN 1000MG 1V.,1,11.95
CEFAZOLIN SANDOZ 0.5GR 100VIAL,100,1119.58
CEFAZOLIN SANDOZ 0.5GR 10VIAL,10,119.1
CEFAZOLIN SANDOZ 0.5GR 1VIAL,1,13.05
CEFAZOLIN SANDOZ 0.5GR 25VIAL,25,279.89
CEFAZOLIN SANDOZ 0.5GR 50VIAL,50,559.79
CEFAZOLIN SANDOZ 0.5GR 5VIAL,5,64.08
CEFAZOLIN SANDOZ 1GR 100VIAL,100,1024.76
CEFAZOLIN SANDOZ 1GR 10VIAL,10,117.3
CEFAZOLIN SANDOZ 1GR 1VIAL,1,11.95
CEFAZOLIN SANDOZ 1GR 25VIAL,25,256.19
CEFAZOLIN SANDOZ 1GR 50VIAL,50,512.38
CEFAZOLIN SANDOZ 1GR 5VIAL,5,58.65
CEFORAL 250MG 10CAPS,10,7.6
CEFORAL 500MG 10CAPS,10,14.85
CEFORAL 500MG 20 CAPS,20,29.7
CEFORAL FRTE SUSP 250,60,16.52
CEFORAL SUSP 125MG,60,11.3
CEFOVIT 125 SUSP 60ML,60,11.3
CEFOVIT 250 SUSP 60ML,60,16.52
CEFOVIT 250MG 10CAPS,10,7.6
CEFOVIT FORTE 10CAPS,10,14.85
CEFTAZIDIME TEVA 1GR/VIAL,1,44.06
CEFTAZIDIME TEVA 2GR/VIAL,1,87.07
CEFURAX 250MG 10TAB,10,24.74
CEFURAX 500MG 10TAB,10,47.44
CELCOX 100MG 20CAPS,20,47.84
CELCOX 200MG 10CAPS,10,51.38
CELEBRA 100MG 20CAPS,20,47.84
CELEBRA 200MG 10CAPS,10,51.38
CELESTONE CHRONODOSE 1ML AMP,1,18.39
CELLCEPT 250MG 100CAPS,100,365.74
CELLCEPT 500MG 50TAB,50,342.58
CELSENTRI 150MG 60TAB,60,4370.38
CELSENTRI 300MG 60TAB,60,4370.38
CEMIDIN 200MG 50TAB,50,40.98
CEMIDIN 400MG 20TAB,20,35.02
CEMIDIN 800MG 20TAB,20,72.52
CEPLENE 0.5MG/0.5ML SOL FOR INJ 14 VIALS,14,7356.61
CERAZETTE 0.075MG 1X28TAB,28,45.13
CERAZETTE 0.075MG 3X28TAB,84,123.54
CEREZYME 400 UNITS POWDER FOR SOL FOR INF,1,9525.38
CEROXIM 250MG 10TAB,10,24.74
CEROXIM 500MG 10TAB,10,47.44
CERTICAN 0.1MG 60 DISPERSIBLE TAB,60,261.99
CERTICAN 0.25MG 60 DISPERSIBLE TAB,60,634.27
CERTICAN 0.25MG 60 TAB,60,675.2
CERTICAN 0.50MG 60 TAB,60,1300.71
CERTICAN 0.75MG 60 TAB,60,1938.76
CERUBIDINE 20MG 10xAMP+4ML WATER,10,560.41
CERVARIX 0.5ML SYR,1,573.16
CETROTIDE 0.25MG 7AMP,7,1473.72
CHAMPIX 0.5MG 55TAB,55,519.42
CHAMPIX 0.5MGX11TAB+1MGX42TAB,53,458.96
CHAMPIX 1MG 28TAB,28,236.71
CHAMPIX 1MG 56TAB,56,473.42
CIALIS 10MG 4TAB,4,246.05
CIALIS 2.5MG 28TAB,28,447.78
CIALIS 20MG 4TAB,4,240.2
CIALIS 20MG 8TAB,8,451.58
CIALIS 5MG 28TAB,28,466.2
CICLODERM  CREAM 15GR,15,11.09
CICLODERM SHAMPOO 100ML,100,68.47
CILARIL 1MG 28TAB,28,24.02
CILARIL 2.5MG 28TAB,28,43.81
CILARIL 5MG 28TAB,28,64.81
CILARIL PLUS 28TAB,28,97.78
CILAZAPRIL 2.5 MG 30 TABLETS,30,46.94
CILAZAPRIL 5MG 30TABLETS,30,69.44
CILAZAPRIL PLUS TEVA 30TAB,30,104.76
CILOXAN 0.3% EYE DROPS 5ML,5,21.14
CIPRALEX 10MG 28TAB,28,107.56
CIPRALEX 10MG 56TAB,56,199.93
CIPRALEX 15MG 28TAB,28,136.97
CIPRALEX 20MG 28TAB,28,186.32
CIPRALEX 20MG 56TAB,56,350.28
CIPRAMIL 20MG 28TAB,28,41.94
CIPRAMIL 40MG 28TABS,28,83.54
CIPRODEX 250MG 10TAB,10,23.32
CIPRODEX 500MG 10TAB,10,39.1
CIPRODEX 750MG 10TAB,10,49.81
CIPROFLOXACIN-TEVA 250MG 10TAB,10,23.32
CIPROFLOXACIN-TEVA 500MG 10TAB,10,39.1
CIPROXIN  200 100ML,100,61.65
CIPROXIN 250MG/5ML SUSP 100ML,100,71.88
CIPROXIN 500MG/5ML SUSP 100ML,100,67.79
CIRCADIN 2MG 21TAB,21,99.79
CIRCADIN 2MG 30TAB,30,132.48
CITALOPRAM  20 MG 30 TABLETS,30,44.93
CLARINASE REPETABS 14,14,22.76
CLARITHROMYCIN 250MG 14TAB,14,36.62
CLARITHROMYCIN 500MG 14TAB,14,71.31
CLAVAMOX 125 SUSP 100ML,100,15.34
CLAVAMOX 250 SUSP 100ML,100,24.77
CLAVAMOX 500 30TAB,30,55.65
CLEXANE 100MG SAFETY LOCK 2X1ML SYR PREFIL SAFETY LOCK,2,85.98
CLEXANE 100MG/1ML 10SYRING(10ML),10,375.56
CLEXANE 100MG/1ML 2SYRING(2ML),2,85.98
CLEXANE 100MG/ML (300MG) 1X3ML SOLUTION FOR INJECTION,1,155.62
CLEXANE 120MG/0.8ML 10 INJ,10,444.15
CLEXANE 120MG/0.8ML SAFETY LOCK 10 SYR PREFIL,10,444.15
CLEXANE 150MG/ML 10 INJ,10,506.86
CLEXANE 150MG/ML SAFETY LOCK 10 SYR PREFIL,10,506.86
CLEXANE 20MG SAFETY LOCK 2X0.2ML SYR PREFIL,2,24.27
CLEXANE 20MG/0.2ML 2SYRING(0.4ML),2,24.27
CLEXANE 40MG SAFETY LOCK 2X0.4ML SYR PREFIL,2,48.53
CLEXANE 40MG/0.4ML 2SYRING(0.8ML),2,48.53
CLEXANE 60MG SAFETY LOCK 2X0.6ML SYR PREFIL,2,65.42
CLEXANE 60MG/0.6ML 10SYRING(6ML),10,285.75
CLEXANE 60MG/0.6ML 2SYRING(1.2ML),2,65.42
CLEXANE 80MG SAFETY LOCK 2X0.8ML SYR PREFIL,2,72.9
CLEXANE 80MG/0.8ML 2SYRING(1.6ML),2,72.9
CLONEX 0.5MG 30TAB,30,7.16
CLONEX 2MG 30TAB,30,11.39
CLONNIRIT 25MCG 30T,30,21.96
CLOOD 75MG 30TAB,30,95.46
CLOPID 75MG 30TAB,30,95.46
CLOPIDEXCEL 75MG 30 FC TAB,30,95.46
CLOPIDOGREL 75MG 30TAB,30,95.46
CLOPIXOL 10MG 50TAB,50,38.74
CLOPIXOL 25 MG 100TAB,100,132.14
CLOPIXOL 25MG 50TAB,50,71.09
CLOPIXOL 2MG 50TAB,50,13.02
CLOPIXOL ACUPHASE 100MG 2ML,1,81.87
CLOPIXOL ACUPHASE 50MG 1ML 10AMP,10,342.15
CLOPIXOL ACUPHASE 50MG 1ML 1AMP,1,39.89
CLOPIXOL DEPOT 200MG 10AMP,10,279.12
CLOPIXOL DEPOT 200MG 1AMP,1,32.54
CLOPIXOL DEPOT INJECTION 500MG 1AMP,1,29.14
CLOPIXOL DEPOT INJECTION 500MG 5AMP,5,132.93
CLOPIXOL DROPS 20ML,20,45.06
CLOPIXOL TABLETS 10 MG 100TAB,100,76.07
CLOTRISONE CREAM 15GR,15,13.09
CO-DIOVAN 160/12.5MG FCT 28TAB,28,107.3
CO-DIOVAN 160/25MG FCT 28TAB,28,110.91
CO-DIOVAN 80/12.5MG 28TAB,28,80.1
COLESTID 5GX50PACK,50,114.36
COLIRACIN INJ.,1,33.7
COLOTAL 135MG 50TAB,50,31.33
COMBIGAN EYE DROPS 5 ML,5,81.28
COMBIVIR 60TAB,60,1878.47
COMTAN 200MG 30 F.C. TAB,30,147.84
CONCERTA 18MG XR 30TAB,30,227.34
CONCERTA 27MG XR 30TAB,30,253.22
CONCERTA 36MG XR 30TAB,30,295.01
CONCERTA 54MG XR 30TAB,30,356.13
CONCOR 10MG 30TAB,30,24.72
CONCOR 5MG 30TAB,30,14.39
CONDYLOX 0.5% 3.5ML,3.5,97.46
CONTALAX 10MG 25SUPP,25,75.22
CONTROLOC 20MG 30TAB,30,57.31
CONTROLOC 40MG 14TAB,14,49.7
CONTROLOC I.V.  40MG/VIAL,1,28.16
CONVERTIN 20MG 30TAB,30,33.59
COPAXONE 20MG/DOSE 28 PREFILLED SYRINGE,28,5126.05
COPEGUS 200MG 168TAB,168,2869.9
CORALAN 5MG 56 F.C.TAB,56,285.84
CORALAN 7.5MG 56 F.C.TAB,56,287.61
CORDIL 10MG 50TAB,50,11.49
CORDIL 20MG 50TAB,50,19.5
CORDIL 40MG SR 60TAB,60,35.36
CORDIL 5MG 40SUBLING TAB,40,6.26
COSOPT EYE DROPS 5ML,5,72.93
COUMADIN 1MG 30TAB,30,5.67
COUMADIN 2MG 30TAB,30,14.03
COUMADIN 5MG 30TAB,30,24.57
CREON 300MG 100CAPS,100,185.85
CRESTOR 10MG 28TAB,28,114.67
CRESTOR 20MG 28TAB,28,160.21
CRESTOR 40MG 28TAB,28,228.85
CRINONE 8 % VAG GEL 15*1.45 G,15,239.35
CRIXIVAN 200MG 360CAPS,360,1565.61
CRIXIVAN 400MG 180CAPS,180,1559.52
CURATANE 10MG 30CAPS,30,78.46
CURATANE 20MG 30CAP,30,125.69
CURATANE 40 MG 30 CAPS,30,239
CYMBALTA 30MG 28CAPS,28,136.85
CYMBALTA 60MG 28CAPS,28,193.44
CYMEVENE 500MG 5VIAL,5,808.14
CYSTADANE 180GR PWDR/ORAL SOL,180,2589.71
CYTOTEC 200MCG 28TAB,28,45
DAIVOBET OINT 30GR,30,120.24
DAIVOBET OINT 60GR,60,240.49
DAIVONEX CREAM 30GR,30,59.94
DAIVONEX SCALP SOL 30ML,30,56.89
DAKTACORT CREAM 15GR,15,11.14
DAKTARIN ORAL GEL40G,40,19.71
DALACIN C 150MG 16CAPS,16,25.21
DALACIN C 300MG 16CAPS,16,44.12
DALACIN VAG CR2% 40G,40,81.67
DALACIN VAGINAL 100MG 3 OVULES,3,61.08
DALAGIS T LOTION 25ML,25,26.04
DALAGIS T SOLUTION 25ML,25,19.21
DANOL 200MG 60CAPS,60,235.18
DECAPEPTYL 0.1MG 7AMP,7,190.49
DECAPEPTYL CR 3.75,1,666.33
DECAPEPTYL DEPOT 11.25MG VIAL,1,1790.98
DECAPEPTYL DEPOT 3.75MG/2ML VIAL+SOLV,1,666.92
DEKINET 2MG 30TAB,30,9.72
DEPALEPT 200MG 40TAB,40,16.97
