Medication_Name,Package_Size,Max_Consumer_Price
CABASER 1MG 20TAB,20,98.21
CABASER 2MG 20TAB,20,181.14
CABOTRIM 0.5MG 2TAB,2,56.93
CABOTRIM 0.5MG 8TAB,8,211.65
CABOTRIM 1MG 30TAB
CABOTRIM 1MG 30TAB,30,136.92
CABOTRIM 2MG 30TAB,30,255.41
CADEX 1MG 30TAB,30,22.54
CADEX 2MG 30CAPL,30,17.75
CADEX 4MG 30CAPL,30,30.23
CAFERGOT 20TAB,20,13.87
CALCIPOTRIOL TEVA 50 MCG/G OINT 100GR,100,141.99
CALCIPOTRIOL TEVA 50 MCG/G OINT 30GR,30,46.69
CAMPTO 100MG/5ML IV SOL FOR INF,1,622.04
CAMPTO 300MG IV SOL FOR INF,1,1642.86
CAMPTO 40MG/2ML IV SOL FOR INF,1,252.9
CANDESARTAN PLUS TEVA TABLETS 16MG/12.5MG, 30TAB,30,77.86
CAPTOPRIL 12.5MG 90TAB,90,29.11
CAPTOPRIL 25MG 90TAB,90,48.32
CAPTOPRIL 50MG 90TAB,90,84.55
CARBAGLU 200MG 5 DISP.TAB,5,2049.1
CARBAGLU 200MG 60 DISP.TAB,60,24589.24
CARDILOC 1.25MG 30 F.C.TAB,30,43.81
CARDILOC 10MG 30TAB,30,22.62
CARDILOC 2.5MG 30TAB,30,21.94
CARDILOC 5MG 30TAB,30,13.25
CARDIOXANE 500MG VIAL PWDR FOR INFUS,1,605.4
CARDORAL 1MG 30TAB,30,22.54
CARDORAL 2MG 30TAB,30,17.75
CARDORAL 4MG 30TAB,30,30.23
CARDOXIN AMPOULES 10MG/2ML 50AMP,50,62.48
CARDOXIN FRTE 75MG 100TAB,100,34.06
CARTEOL LP 1% 30 SINGLE DOSE UNIT (0.2 ML),30,40.85
CARTEOL LP 1% 3ML,3,24.51
CARTEOL LP 2% 30 SINGLE DOSE UNIT (0.2 ML),30,40.85
CARTEOL LP 2% 3ML,3,26.44
CARVEDEXXON 12.5MG 30TAB,30,26.05
CARVEDEXXON 6.25MG 30TAB,30,19.8
CARVEDILOL TEVA 12.5MG 30TAB,30,26.05
CARVEDILOL TEVA 6.25MG 30TAB,30,19.8
CASODEX 150MG 28TAB,28,524.39
CASODEX 50MG 28TAB,28,252.08
CATAFLAM 50MG 10TAB,10,12.11
CAVERJECT 10MCG V+DS,1,54.69
CAVERJECT 20MCG V+DS,1,75.42
CEDAX SUSP 60ML,60,97.63
CEFALOR 500MG 10CAP,10,27.11
CEFAMEZIN 1000MG 1V.,1,11.83
CEFAZOLIN SANDOZ 0.5GR 100VIAL,100,1056.94
CEFAZOLIN SANDOZ 0.5GR 10VIAL,10,120.99
CEFAZOLIN SANDOZ 0.5GR 1VIAL,1,12.32
CEFAZOLIN SANDOZ 0.5GR 25VIAL,25,264.23
CEFAZOLIN SANDOZ 0.5GR 50VIAL,50,528.47
CEFAZOLIN SANDOZ 0.5GR 5VIAL,5,60.49
CEFAZOLIN SANDOZ 1GR 100VIAL,100,1014.27
CEFAZOLIN SANDOZ 1GR 10VIAL,10,116.1
CEFAZOLIN SANDOZ 1GR 1VIAL,1,11.83
CEFAZOLIN SANDOZ 1GR 25VIAL,25,253.57
CEFAZOLIN SANDOZ 1GR 50VIAL,50,507.14
CEFAZOLIN SANDOZ 1GR 5VIAL,5,58.05
CEFORAL 250MG 10CAPS,10,7.98
CEFORAL 500MG 10CAPS,10,13.67
CEFORAL 500MG 20 CAPS,20,27.33
CEFORAL FRTE SUSP 250,60,16.5
CEFORAL SUSP 125MG 60ML,60,11.3
CEFOVIT 125 SUSP 60ML,60,11.3
CEFOVIT 250 SUSP 60ML,60,16.5
CEFOVIT 250MG 10CAPS,10,7.98
CEFOVIT FORTE 10CAPS,10,13.67
CEFTAZIDIME TEVA 1GR/VIAL,1,42.05
CEFTAZIDIME TEVA 2GR/VIAL,1,84.92
CEFURAX 250MG 10TAB,10,24.47
CEFURAX 500MG 10TAB,10,46.3
CELCOX 100MG 20CAPS,20,46.93
CELCOX 200MG 10CAPS,10,51.52
CELEBRA 100MG 20CAPS,20,46.93
CELEBRA 200MG 10CAPS,10,51.52
CELESTONE CHRONODOSE 1ML AMP,1,17.68
CELLCEPT 250MG 100CAPS,100,354.73
CELLCEPT 500MG 50TAB,50,331.74
CELSENTRI 150MG 60TAB,60,4402.84
CELSENTRI 300MG 60TAB,60,4402.84
CEMIDIN 200MG 50TAB,50,36.75
CEMIDIN 400MG 20TAB,20,30.83
CEMIDIN 800MG 20TAB,20,64.57
CEPLENE 0.5MG/0.5ML SOL FOR INJ 14 VIALS,14,7482.75
CERAZETTE 0.075MG 1X28TAB,28,42.71
CERAZETTE 0.075MG 3X28TAB,84,125.78
CEREZYME 400 UNITS POWDER FOR SOL FOR INF,1,8537.25
CEROXIM 250MG 10TAB,10,24.47
CEROXIM 500MG 10TAB,10,46.3
CERTICAN 0.1MG 60 DISPERSIBLE TAB,60,256.82
CERTICAN 0.25MG 60 DISPERSIBLE TAB,60,639.32
CERTICAN 0.25MG 60 TAB,60,666.24
CERTICAN 0.50MG 60 TAB,60,1307.12
CERTICAN 0.75MG 60 TAB,60,1953.57
CERUBIDINE 20MG 10xAMP+4ML WATER,10,563.64
CERVARIX 0.5ML SYR,1,544.39
CETROTIDE 0.25MG 7AMP,7,1386.64
CHAMPIX 0.5MG 55TAB,55,512.94
CHAMPIX 0.5MGX11TAB+1MGX42TAB,53,458.96
CHAMPIX 1MG 56TAB,56,467.52
CIALIS 10MG 4TAB,4,242.78
CIALIS 2.5MG 28TAB,28,442.2
CIALIS 20MG 4TAB,4,232.25
CIALIS 20MG 8TAB,8,464.49
CIALIS 5MG 28TAB,28,460.39
CICLODERM  CREAM 15GR,15,10.62
CILARIL 1MG 28TAB,28,23.65
CILARIL 2.5MG 28TAB,28,38.39
CILARIL 5MG 28TAB,28,64
CILARIL PLUS 28TAB,28,84.67
CILAZAPRIL 2.5 MG 30 TABLETS,30,41.13
CILAZAPRIL 5MG 30TABLETS,30,68.57
CILAZAPRIL PLUS TEVA 30TAB,30,90.71
CILOXAN 0.3% EYE DROPS 5ML,5,21.36
CIPRALEX 10MG 28TAB,28,89.63
CIPRALEX 15MG 28TAB,28,104.18
CIPRALEX 20MG 28TAB,28,139.71
CIPRAMIL 20MG 28TAB,28,40.3
CIPRAMIL 40MG 28TABS,28,73.72
CIPRODEX 250MG 10TAB,10,20.44
CIPRODEX 500MG 10TAB,10,33.63
CIPRODEX 750MG 10TAB,10,42.73
CIPROFLOXACIN TEVA INFUSION 2MG/ML 200ML,200,122.18
CIPROFLOXACIN-TEVA 250MG 10TAB,10,20.44
CIPROFLOXACIN-TEVA 500MG 10TAB,10,33.63
CIPROXIN  200 100ML,100,61.09
CIPROXIN 250MG/5ML SUSP 100ML,100,66.15
CIPROXIN 500MG/5ML SUSP 100ML,100,43.91
CIRCADIN 2MG 21TAB,21,99.95
CIRCADIN 2MG 30TAB,30,132.71
CITALOPRAM  20 MG 30 TABLETS,30,43.18
CLARINASE REPETABS 14,14,22.48
CLARITHROMYCIN 250MG 14TAB,14,36.23
CLARITHROMYCIN 500MG 14TAB,14,68.43
CLAVENIR 10 VIAL (1.2G),10,154.09
CLEXANE 100MG SAFETY LOCK 2X1ML SYR PREFIL SAFETY LOCK,2,86.22
CLEXANE 100MG/1ML 10SYRING(10ML),10,376.63
CLEXANE 100MG/1ML 2SYRING(2ML),2,86.22
CLEXANE 100MG/ML (300MG) 1X3ML SOLUTION FOR INJECTION,1,165.2
CLEXANE 120MG/0.8ML 10 INJ,10,447.02
CLEXANE 120MG/0.8ML SAFETY LOCK 10 SYR PREFIL,10,447.02
CLEXANE 150MG/ML 10 INJ,10,511.05
CLEXANE 150MG/ML SAFETY LOCK 10 SYR PREFIL,10,511.05
CLEXANE 20MG SAFETY LOCK 2X0.2ML SYR PREFIL,2,24.14
CLEXANE 20MG/0.2ML 2SYRING(0.4ML),2,24.14
CLEXANE 40MG SAFETY LOCK 2X0.4ML SYR PREFIL,2,48.28
CLEXANE 40MG/0.4ML 2SYRING(0.8ML),2,48.28
CLEXANE 60MG SAFETY LOCK 2X0.6ML SYR PREFIL,2,65.2
CLEXANE 60MG/0.6ML 10SYRING(6ML),10,284.8
CLEXANE 60MG/0.6ML 2SYRING(1.2ML),2,65.2
CLEXANE 80MG SAFETY LOCK 2X0.8ML SYR PREFIL,2,73.06
CLEXANE 80MG/0.8ML 2SYRING(1.6ML),2,73.06
CLONEX 0.5MG 30TAB,30,7.18
CLONEX 2MG 30TAB,30,11.75
CLONNIRIT 25MCG 30T,30,21.69
CLOOD 75MG 30TAB,30,81.06
CLOPID 75MG 30TAB,30,81.06
CLOPIDEXCEL 75MG 30 FC TAB,30,81.06
CLOPIDOGREL 75MG 30TAB,30,81.06
CLOPIXOL 10MG 50TAB,50,38.17
CLOPIXOL 25 MG 100TAB,100,126.38
CLOPIXOL 25MG 50TAB,50,67.99
CLOPIXOL 2MG 50TAB,50,13.41
CLOPIXOL ACUPHASE 100MG 2ML,1,77.79
CLOPIXOL ACUPHASE 50MG 1ML 10AMP,10,342.81
CLOPIXOL ACUPHASE 50MG 1ML 1AMP,1,39.97
CLOPIXOL DEPOT 200MG 10AMP,10,272.93
CLOPIXOL DEPOT 200MG 1AMP,1,31.82
CLOPIXOL DEPOT INJECTION 500MG 1AMP,1,62.02
CLOPIXOL DEPOT INJECTION 500MG 5AMP,5,270.91
CLOPIXOL DROPS 20ML,20,43.24
CLOPIXOL TABLETS 10 MG 100TAB,100,74.94
CLOTRISONE CREAM 15GR,15,12.93
CO-DIOVAN 160/12.5MG FCT 28TAB,28,60.44
CO-DIOVAN 160/25MG FCT 28TAB,28,60.49
CO-DIOVAN 80/12.5MG 28TAB,28,48.51
COLESTID 5GX50PACK,50,112.93
COLIRACIN INJ.,1,22.72
COLOTAL 135MG 50TAB,50,27.4
COMBIGAN EYE DROPS 5 ML,5,80.71
COMBIVIR 60TAB,60,1875.36
COMTAN 200MG 30 F.C. TAB,30,153.26
CONBRIZA 20MG 28 COATED TAB,28,148.86
CONCERTA 18MG XR 30TAB,30,240.51
CONCERTA 27MG XR 30TAB,30,254.2
CONCERTA 36MG XR 30TAB,30,293.72
CONCERTA 54MG XR 30TAB,30,350.01
CONCOR 10MG 30TAB,30,22.62
CONCOR 5MG 30TAB,30,13.25
CONDYLOX 0.5% 3.5ML,3.5,94.67
CONTALAX 10MG 25SUPP,25,76.38
CONTROLOC 20MG 30TAB,30,50.33
CONTROLOC 40MG 14TAB,14,38.92
CONTROLOC I.V.  40MG/VIAL,1,26.55
CONVERTIN 20MG 30TAB,30,31.55
COPAXONE 20MG/DOSE 28 PREFILLED SYRINGE,28,4400.95
COPEGUS 200MG 168TAB,168,2859.08
CORALAN 5MG 56 F.C.TAB,56,284.14
CORALAN 7.5MG 56 F.C.TAB,56,285.89
CORDIL 10MG 50TAB,50,11.12
CORDIL 20MG 50TAB,50,19.03
CORDIL 5MG 40SUBLING TAB,40,6.13
COSOPT EYE DROPS 5ML,5,62.58
COUMADIN 1MG 30TAB,30,5.6
COUMADIN 2MG 30TAB,30,15.7
COUMADIN 5MG 30TAB,30,26.39
CREON 300MG 100CAPS,100,182.65
CRESTOR 10MG 28TAB,28,108.3
CRESTOR 20MG 28TAB,28,147.92
CRESTOR 40MG 28TAB,28,216.35
CRINONE 8 % VAG GEL 15*1.45 G,15,240.98
CRIXIVAN 200MG 360CAPS,360,1580.41
CRIXIVAN 400MG 180CAPS,180,1548.84
CUBICIN 500MG VIAL 10ML,,630.92
CURATANE 10MG 30CAPS,30,76.16
CURATANE 20MG 30CAP,30,119.41
CURATANE 40 MG 30 CAPS,30,233.96
CYMBALTA 30MG 28CAPS,28,137.41
CYMBALTA 60MG 28CAPS,28,192.87
CYMEVENE 500MG 5VIAL,5,811.55
CYSTADANE 180GR PWDR/ORAL SOL,180,2540.33
CYTOTEC 200MCG 28TAB,28,43.96
DAIVOBET OINT 30GR,30,120.09
DAIVOBET OINT 60GR,60,240.18
DAIVONEX CREAM 30GR,30,51.84
DAIVONEX SCALP SOL 30ML,30,56.18
DAKTACORT CREAM 15GR,15,11.57
DAKTARIN ORAL GEL40G,40,19.13
DALACIN C 150MG 16CAPS,16,21.58
DALACIN C 300MG 16CAPS,16,35.43
