Medication_Name|Package_Size|Max_Consumer_Price
ACTIQ 800MCG 30 COMPRESSED TAB|30|1029
ACTIVELLE 28TAB|28|31
ACTOS 15MG 28TAB|28|77
ACTOS 30MG 28TAB|28|109
ACTOS 45MG 28TAB|28|120
ACYCLO-V 200MG 30TAB|30|38
ACYCLO-V 400MG 30TAB|30|32
ACYCLOVENIR 250MG 5VIAL/10ML|5|177
ADAFERIN CREAM 0.1% 30GR|30|34
ADAFERINE GEL 30GR|30|34
ADCETRIS 50MG/VIAL|1|12138
ADEMPAS 1.5MG 42TAB|42|4609
ADEMPAS 1MG 42TAB|42|4609
ADEMPAS 2.5MG 84TAB|84|9218
ADEMPAS 2MG 42TAB|42|4609
ADENO AVENIR  3MG/ML  VIAL 2ML|6|92
ADENOCOR 3 MG/ML 6 VIALS 2ML VIAL 2 ML|6|92
ADENOHARDT 3MG/ML 6 VIAL 2ML|6|92
ADIZEM CD 120MG 30CAP|30|16
ADIZEM CD 180MG 30CAP|30|28
ADIZEM CD 240MG 30CAP|30|44
ADRENALINE S.A.L.F 1 MG/ML 5 AMP|5|23
ADVAGRAF 0.5MG 50  P.R. CAPS|50|138
ADVAGRAF 1MG 50  P.R. CAPS|50|245
ADVAGRAF 3MG 50  P.R. CAPS|50|729
ADVAGRAF 5MG 50  P.R. CAPS|50|1093
ADVATE 1000 IU VIAL|1|2249
ADVATE 250 IU VIAL|1|612
ADVATE 500 IU VIAL|1|1163
AERIUS 5MG 30TAB|30|25
AERIUS SYRUP 0.5MG/ML 120ML|120|13
AEROVENT SOL 20ML|20|24
AFINITOR 10MG 30TABLETS|30|7226
AFINITOR 2.5MG 30TABLETS|30|3005
AFINITOR 5MG 30TABLETS|30|5071
AGGRASTAT 0.05MG/ML BAG 250ML|250|680
AGIOLAX GRANULES 200GR|200|47
AGISERC 16MG 30TAB|30|13
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS)|10|100
AGISTEN 3 VCR 20GR 2%|20|20
AIMOVIG  70MG  PREFILLED PEN|1|1994
AIMOVIG 140 MG PREFILLLED PEN|1|1995
AJOVY 225MG/1.5ML|1|2013
AKNE-MYCIN PLUS SOL 25ML|25|47
AKNE-MYCIN SOL 25ML|25|15
AKYNZEO 1 PACKS|1|258
ALBIOMIN  20%  1VIAL/50ML|50|182.
ALBUNORM 20% 100ML|100|343
ALBUNORM 20% 50ML|50|182.
ALBUNORM 5% VIAL 250ML|250|168
ALCON AZOPT 1% 5ML|5|26
ALDACTONE 25MG 20T|20|9
ALDARA 5% CREAM 12SACH|12|227
ALDURAZYME 500U/5ML 1VIAL(5ML)|1|2449
ALECENSA 150MG 240 CAPS|240|21164
ALENDRONATE TEVA 10MG 30TAB|30|64
ALENDRONATE TEVA 70MG 4TAB|4|37
ALEXAN 2000MG/40ML VIAL|1|189
ALFU-KAL XL 10MG 30TAB|30|65
ALFUZOSIN ER TEVA 10MG 30 XR TAB|30|65
ALIMTA 100MG/VIAL VIAL 10ML|1|910
ALIMTA 500MG/VIAL VIAL 50ML|1|4180
ALKERAN  2MG 25 TABS|25|251
ALKERAN INJ 50MG/10ML|1|435
ALLORIL 100MG 50TAB|50|11
ALLORIL 300MG 30TAB|30|15
ALOFISEL 5000000 CELLS/ML 4 VIAL|4|248433
ALPHA D3 0.25MCG 30CAP|30|17
ALPHA D3 1MCG 30CAP|30|41
ALPRALID 0.25MG 30TAB|30|9
ALPRALID 0.50MG 30TAB|30|13
ALPRALID 1MG 30TAB|30|20
ALUNBRIG 30 MG 30 FILM COATED TABLETS|30|4814
ALUNBRIG 30 MG 30 FILM COATED TABLETS|30|4814
ALUNBRIG 90 MG 30 FILM COATED TABLETS|30|14306
ALUNBRIG 90 MG 30 FILM COATED TABLETS|30|14306
AMANDIN 100 MG 100 TAB|100|51
AMARYL 1MG 30TAB|30|10
AMARYL 2MG 30TAB|30|13
AMARYL 3MG 30TAB|30|22
AMARYL 4MG 30TAB|30|23
AMBISOME 50MG/VIAL 10VIALS|10|4421
AMELUZ 78MG/G GEL 2G|2|782
AMIKACIN - MEDO 500mg/2ml 10 amp|10|118
AMIKAN 500MG/2ML 1X2ML|1|19
AMINOPHYLLINE S.A.L.F 240 MG/10 ML 5 AMP|5|18
AMIODACORE 200MG 30TAB|30|23
AMIODACORE INJECTION 150MG/3ML 6 AMP|6|22
AMLODIPINE TEVA 10 MG 	30 TABLETS|30|16
AMLODIPINE TEVA 10MG 20TAB|20|13
AMLODIPINE TEVA 5 MG 30 TABLETS|30|12
AMLODIPINE TEVA 5MG 20TAB|20|8
AMLOW 10 MG 30 TAB|30|16
AMLOW 5 MG 30 TAB|30|12
AMOXICLAV TEVA 875MG 14TAB|14|33
AMPISULVENIR  1.5G  10VIAL  20ML|10|255
AMPISULVENIR 3G 10VIAL 20ML|10|309
ANAFRANIL 25MG 30TAB|30|13
ANAFRANIL SR 75MG 20TAB|20|22
ANAGRID 0.5MG 60CAPS|60|1167
ANASTROZOLE 1MG 30TAB|30|151
ANASTROZOLE INOVAMED 1MG 30TAB|30|151
ANDROCUR 10MG 15TAB|15|30
ANDROCUR 50MG 50TAB|50|116
ANDROGEL 50MG 30SACHX5G|30|216
ANGELIQ 1X28TAB|28|62
ANIDULAFUNGIN TEVA 100 MG 1 VIAL|1|1051
ANORO ELLIPTA 55/22 MCG 30 DOSES|30|180
APIDRA OPTISET/SOLOSTAR PREFILLED PEN 5X3ML|15|154
APIDRA VIAL 1X10ML|10|90
APO GO PEN 10MG/ML 5X3ML|5|538
APO-GO 10MG/ML 5AMPX2ML|5|234
AQUIMOD CREAM 5 % 12SACHET (0.25G)|12|227
ARANESP 100MCG 4 PREFILLED SYR 0.5ML|4|2548
ARANESP 100MCG PREFILLED PEN 1X0.5ML|1|674
ARANESP 150MCG 4 PREFILLED SYR 0.3ML|4|3912
ARANESP 150MCG PREFILLED PEN 1X0.3ML|1|1032
ARANESP 20MCG 4 PREFILLED SYR 0.5ML|4|539
ARANESP 300MCG PREFILLED PEN 1X0.6ML|1|1933
ARANESP 30MCG 4 PREFILLED SYR 0.3ML|4|808
ARANESP 40MCG 4 PREFILLED SYR 0.4ML|4|1078
ARANESP 40MCG PREFILLED PEN 1X0.4ML|1|269
ARANESP 500MCG PREFILLED PEN 1X1ML|1|3213
ARANESP 50MCG 4 PREFILLED SYR 0.5ML|4|1348
ARANESP 60MCG 4 PREFILLED SYR 0.3ML|4|1617
ARANESP 60MCG PREFILLED PEN 1X0.3ML|1|404
ARANESP 80MCG 4 PREFILLED SYR 0.4ML|4|2019
ARAVA 10MG 30TAB|30|113
ARAVA 20MG 30TAB|30|141
ARCO-TEVA 120 MG 7 TABS|7|30
ARCO-TEVA 30MG 28TABS|28|42
ARCO-TEVA 60MG 14TABS|14|27
ARCO-TEVA 90MG 14TABS|14|38
ARCOXIA 120MG 7TAB|7|30
ARCOXIA 30MG 28TAB|28|42
ARCOXIA 60 MG  14 TABLETS|14|27
ARCOXIA 90 MG 14TAB|14|38
ARIMIDEX 1MG 28TAB|28|141
ARIPIPRAZOLE SANDOZ 10 MG 10 TAB|30|235
ARIPIPRAZOLE SANDOZ 15 MG 10 TAB|30|230
ARIPIPRAZOLE SANDOZ 30 MG 10 TAB|30|349
ARIPIPRAZOLE SANDOZ 5 MG 10 TAB|30|223
ARIPLY 10MG 28TAB|28|219
ARIPLY 15MG 28TAB|28|229
ARIPLY 30MG 28TAB|28|326
ARIPLY 5MG 28TAB|28|208
ARIXTRA 2.5MG/0.5ML 10 PREFIL SYR|10|206
ARIXTRA 7.5MG/0.6ML 10 PREFIL.SYRINGE|10|560
ARMONIA 0.5MG 30 CAPS|30|113
AROMASIN 25MG 30TAB|30|255
ASACOL 400MG 100TAB|100|148
ASACOL 800MG 60TAB|60|159
ASENTA 10MG 28TAB|28|115
ASENTA 5MG 28TAB|28|102
ASSIVAL 10MG 30TAB|30|13
ASSIVAL 2MG 30TAB|30|8
ASSIVAL 5MG 30TAB|30|12
ASSIVAL TEVA 10 MG/2 ML 10 AMP|10|27
ATACAND 16MG 28TAB|28|28
ATACAND 8MG 28TAB|28|20
ATACAND PLUS 28TAB|28|29
ATOMIC 25mg 28 tab|28|315
ATOMIC 40mg 28 tab|28|322
ATOMIC 60MG 28 TAB|28|322
ATORVASTATIN TEVA 80MG 30TAB|30|55
ATOSIBAN 7.5MG/ML 0.9ML(6.75MG)|1|92
ATOSIBAN 7.5MG/ML 5ML (37.5MG)|5|307
ATOZET 10 MG/10 MG 30 TAB|30|180
ATOZET10 MG/20 MG 30 TAB|30|164
ATOZET10 MG/40 MG 30TAB|30|174
ATOZET10 MG/80 MG 30 TAB|30|187
ATRIANCE 5MG/ML INJ 6X50ML VIALS|6|6761
ATRIPLA 30TAB|30|1312
ATROPINE SULPHATE S.A.L.F. 1 MG/ML 5 amp|5|28
ATROSPAN DRPS 1%10CC|10|32
ATROVENT INHALER 20MCG 200DOSES|200|20
ATZIRUT X  5MG 30TAB|30|25
AUBAGIO 14MG 28TAB|28|3404
AUGMENTIN 1.2G 10VIALS|10|118
AUGMENTIN 250MG 100ML|100|17
AUGMENTIN 250MG 20TAB|20|23
AUGMENTIN 400MG SUSP 35ML|35|12
AUGMENTIN 400MG SUSP 70ML|70|21
AUGMENTIN 500MG 20TAB|20|28
AUGMENTIN B.I.D 875MG 14TAB|14|33
AVAMYS 27.5MCG/DOSE 120DOSES|120|33
AVASTIN 100MG 25MG/ML VIAL 4ML|1|1153
AVASTIN 400MG 25MG/ML VIAL 16ML|1|4219
AVODART 0.5MG 30CAPS|30|113
AVONEX SOLUTION FOR INJECTION 30MCG/0.5ML 4PEN|4|2670
AZACITIDINE TEVA 100 MG\VIAL|1|1516
AZADINE 100 MG/VIAL|1|1516
AZARGA 5ML|5|51
AZENIL 200MG 15ML|15|20
AZENIL 200MG 22.5ML|22.5|30
AZENIL 250MG 6CAPSULES|6|24
AZILECT 1MG 30TAB|30|249
AZITHROMYCIN INOVAMED 250 MG 6 CAPS|6|28
AZITHROMYCIN TEVA 200MG/5ML 15ML|15|20
AZITHROMYCIN TEVA 200MG/5ML 22.5ML|22.5|30
AZITHROVENIR  500MG/VIAL  5ML|1|48
BACLOFEN SINTETICA 2 MG/ ML 10 VIALS 5ML|10|2495
BACLOFENE BIOINDUSTRIA L.I.M 10 MG/5 ML 5 AMP|5|1333
BACLOSAL 10MG 50TAB|50|21
BACLOSAL 25MG 50TAB|50|36
BACTROBAN 15GR OINT|15|25
BACTROBAN NASAL 3GR|3|23
BASAGLAR 100 U/ML 5X3ML KWIK PEN|15|226
BAVENCIO 20MG/ML SOL FOR INJ 1 VIAL 10 ML|1|3760
BEDODEKA 1MG/ML 100AMPX1ML|100|291
BEKUNIS 45 DRAGEES|45|48
BELARA 1X21TAB|21|32
BELARA 3X21TAB|63|96
BEMFOLA 600 IU/ML 1 PREFILLED PEN 0.125 ML(75IU)|1|130
BEMFOLA 600 IU/ML 1 PREFILLED PEN 0.25 ML(150IU)|1|238
BEMFOLA 600 IU/ML 1 PREFILLED PEN 0.375 ML(225IU)|1|343
BEMFOLA 600 IU/ML 1 PREFILLED PEN 0.75 ML(450IU)|1|686
BEMFOLA 600IU/ML 1 PREFILLED PEN 0.5ML(300IU)|1|462
BENDAMUSTINE MEDAC 100 MG 1 VIAL|1|450
BENDAMUSTINE MEDAC 25 MG 1 VIAL|1|125
BENDAMUSTINE S.K. 100 MG 1 VIAL|1|450
BENDAMUSTINE S.K. 25 MG 1 VIAL|1|550
BENEFIX 1000IU/VIAL I.V 1 VIAL|1|2116
BENEFIX 2000IU/VIAL I.V 1 VIAL|1|4218
BENEFIX 500 IU/VIAL I.V 1 VIAL|1|1269
BENLYSTA 1X120MG POWD FOR CONCENTRATE FOR INF VIAL 5ML|1|624
BENLYSTA 1X400MG PWD FOR CONCENTRATE FOR INF VIAL 20ML|1|1946
BENLYSTA 200 MG 4 PREFILLED SYR|4|3671
BERIGLOBIN P 16 % 2 ML  1 PFS|1|94
BERINERT 500U/VIAL POWDER FOR SOL FOR INJ/INF|1|2152
BESPONSA 1 VIAL|1|41574
BETACAP 0.1% 100ML|100|44
BETACORTEN CREAM 15G|15|7
BETACORTEN G CR 15GR|15|46
BETACORTEN G OINT15G|15|46
BETACORTEN OINT 15GR|15|7
BETACORTEN TOPICAL SCALP  APPL SOL 30ML|30|13
BETAFERON 0.3MG/VIAL 15VIAL+SYR|15|2771
BETAHISTINE TEVA 16MG 30TAB|30|13
BETAREN 100MG 10 S.R.TAB|10|9
BETAREN 100MG 20 S.R.TAB|20|17
BETISTINE 16MG 30TAB|30|13
BETMIGA 25MG 30 P.R.TAB|30|173
BETMIGA 50MG 30  P.R.TAB|30|129
BETNESOL 0.50MG 30TAB|30|12
BETNOVATE OINT 15G|15|7
BETNOVATE TOPICAL SCALP APPL SOL 30ML|30|13
BEXSERO 1X0.5ML SYRINGE|1|350
BEZAFIBRATE 400MG 30 SR TAB|30|31
BICALUTAMIDE INOVAMED 150 MG 28 F.C.TAB|28|396
BICALUTAMIDE INOVAMED 50 MG 28 F.C.TAB|28|176
BICALUTAMIDE TEVA 150MG 30TAB|30|424
BICALUTAMIDE TEVA 50MG 30TAB|30|188
BIKTARVY 30 TAB|30|2849
BILAXTEN 20MG 30TAB|30|33
BIMATILOL TEVA bottle 3ml|3|57
BIMATOPROST S.K. 0.3 MG/1 ML OPHT SOL 3ML|3|62
BIMATOPROST TEVA 3ML|3|62
BINOCRIT 10000 I.U/0.1 ML 6 SYRINGE PREFILLED|6|2004
BINOCRIT 20000 I.U/0.5 ML 1 SYRINGE PREFILLED|1|601
BINOCRIT 3000 IU/0.3ML 6 SYRINGE PREFILLED|6|601
BINOCRIT 30000 I.U/0.75 ML 1 SYRINGE PREFILLED|1|827
BINOCRIT 4000 IU/0.4ML 6 SYRINGE PREFILLED|6|790
BINOCRIT 40000 I.U/1 ML 1 SYRINGE PREFILLED|1|1100
BINOCRIT 5000 IU/0.5ML 6 SYRINGE PREFILLED|6|985
BINOCRIT 6000 IU/0.6ML 6 SYRINGE PREFILLED|6|1181
BINOCRIT 8000 I.U/0.8 ML 6 SYRINGE PREFILLED|6|1571
BINOSTO 70MG 4 TAB EFF|4|54
BISOPROLOL INOVAMED 10 MG 30 F.C.TAB|30|16
BISOPROLOL INOVAMED 2.5 MG 30 F.C.TAB|30|15
BISOPROLOL INOVAMED 5 MG 30 F.C.TAB|30|12
BLASTOVIN 1VIAL 10MG/10ML|1|52
BLEOMYCIN PFI 15000 IU/VIAL 10 VIALS|10|843
BLINCYTO 35 MCG/1VIAL|1|10148
BONDORMIN 0.25MG 10TAB|10|13
BONDORMIN 0.25MG 20TAB|20|23
BONEFOS 800MG 30TAB|30|340
BONSERIN 30MG 20TAB|20|16
BOOSTRIX POLIO (IPV) SYR. PREFILLED 0.5ML|1|116
BOOSTRIX SUSP FOR INJ PREFIL SYR 0.5ML|1|110
BORTEZOMIB INJECTION 3.5 MG|1|4422
BORTEZOMIB S.K. 3.5 MG|1|4422
BORTEZOMIB TARO 3.5 MG 1 vial|1|4422
BOSENTAN TEVA ® 125 MG 60 tab|60|4744
BOSENTAN TEVA ® 62.5 MG 60 tab|60|4250
BOSULIF 100MG 28 F.C.TAB|28|2467
BOSULIF 400 MG 28 TAB|28|10873
BOSULIF 500MG 28 F.C.TAB|28|12124
BOTOX 100 1VIAL|1|771
BOTOX 200 U/VIAL|1|1474
BOTOX 50 UNITS VIAL 5ML|1|414
BRAMITOB 300MG/4ML 56AMP (4ML)|56|5545
BRENZYS 50 MG/ML 4 PREFILLED PEN|4|2393
BRENZYS 50 MG/ML 4 PREFILLED SYR|4|2393
BREXIN 20MG 20TAB|20|17
BRICALIN TURBUHALER 200DOSES|200|46
BRIDION 10X2ML VIALS|10|3200
BRILINTA 60 MG 56 TAB|56|233
BRILINTA 90MG 168 TAB|168|774
BRILINTA 90MG 56TAB|56|258
BRINEURA 30MG/1ML 3 VIALS|3|84549
BRINTELLIX 10MG 28 F.C.TAB|28|116
BRINTELLIX 15MG 28F.C.TAB|28|169
BRINTELLIX 20MG 28 F.C.TAB|28|165
BRINTELLIX 5MG 28 F.C.TAB|28|60
BRINZOLAMIDE SK  DROPS 5 ML|5|30
BRIVIACT 10 MG 14 TABLETS|14|107
BRIVIACT 100 MG 56 TABLETS|56|363
BRIVIACT 10MG/ML SO FOR INJ  10VIALS 5ML|10|983
BRIVIACT 25 MG 56 TABLETS|56|363
BRIVIACT 50 MG 56 TABLETS|56|363
BRIVIACT ORAL SOLUTION 10MG/ML 300ML|300|441
BROTIZOLAM TEVA 0.25 MG 20TAB|20|23
BROTIZOLAM-TEVA 0.25MG 10TAB|10|13
BUCCOLAM 10 MG SYRINGE PREFILLED 4X2ML|4|370
BUCCOLAM 2.5 MG SYRINGE PREFILLED 4X0.5ML|4|370
BUCCOLAM 5 MG SYRINGE PREFILLED 4X1ML|4|370
BUCCOLAM 7.5 MG SYRINGE PREFILLED 4X1.5ML|4|370
BUDESON 3MG 100CAPS|100|281
BUDESON 9MG GRANULES 30 SACHETS|30|294
BUDESONIDE STERINEBS TEVA 0.5MG/2ML 20UNITS|20|74
BUDESONIDE STERINEBS TEVA 1MG/2ML 20UNITS|20|114
BUDICORT RESP1MG/2ML 20UNITS|20|114
BUDICORT RESPULES 0.5MG/2ML 20UNITS|20|74
BUDICORT TURBUHALER 100MCG/DOSE 200 DOSES|200|53
BUDICORT TURBUHALER 200MCG/DOSE 100DOSES|100|49
BUSULFEX 60MG/10ML 1VIAL/10ML|1|1103
BUTRANS  15MG 2PATCHES|2|88
BUTRANS  20MG 2PATCHES|2|96
BUTRANS 10MG 2PATCHES|2|60
BUTRANS 5MG 2PATCHES|2|39
BYDUREON 2 MG 4 PREFILLED PENS|4|325
CABLIVI 10 MG VIAL|1|16961
CABOMETYX 20 MG 30 FC TABLETS|30|19504
CABOMETYX 40 MG 30 FC TABLETS|30|19504
CABOMETYX 60 MG 30 FC TABLETS|30|19504
CABOTRIM 0.5MG 2TAB|2|45
CABOTRIM 0.5MG 8TAB|8|164
CADEX 1MG 30TAB|30|24
CADEX 2MG 30CAPL|30|15
CADEX 4MG 30CAPL|30|23
CAELYX 2MG/ML VIAL 10ML|1|1495
CAMPTO 100MG/5ML IV SOL FOR INF|1|411
CAMPTO 300MG IV SOL FOR INF|1|1207
CAMPTO 40MG/2ML IV SOL FOR INF|1|176
CANCIDAS 50MG/VIAL|1|928
CANCIDAS 70MG/VIAL|1|1226
CANDESARTAN PLUS TEVA TABLETS 16MG/12.5MG| 30TAB|30|32
CANDOR 16MG 28TAB|28|28
CANDOR 8MG 28TAB|28|20
CANDOR PLUS 16MG/12.5MG 28TAB|28|29
CANEMES 1 MG 28 CAPS|28|1577
CAPECITABINE INOVAMED 500 MG 120 F.C.TAB|120|716
CAPECITABINE TARO 500MG 120TABS|120|716
CAPECITABINE TEVA 150MG 60TAB|60|119
CAPECITABINE TEVA 500MG 12X10TAB|120|716
CAPRELSA 100 MG 30TAB|30|7248
CARBAGLU 200MG 5 DISP.TAB|5|1187
CARBAGLU 200MG 60 DISP.TAB|60|13342
CARBOPLATIN 150MG/15ML VIAL|1|135
CARBOPLATIN 450MG/45ML VIAL|1|348
CARDILOC 1.25MG 30 F.C.TAB|30|18
CARDILOC 10MG 30TAB|30|16
CARDILOC 2.5MG 30TAB|30|15
CARDILOC 5MG 30TAB|30|12
CARDIOLITE 1MG/VIAL 5VIAL|5|2221
CARDIOXANE 500MG VIAL PWDR FOR INFUS|1|763
CARDOXIN FORTE 75MG 100TAB|100|25
CARMUSTINE 100 MG VIAL|1|5194
CARNITINE 30% 20ML|20|38.
CARVEDEXXON 12.5MG 30TAB|30|15
CARVEDEXXON 6.25MG 30TAB|30|14
CARVEDILOL TEVA 6.25MG 30TAB|30|14
CASODEX 50MG 28TAB|28|176
CASPOVIDAE 50 MG 1 VIAL|1|928
CASPOVIDAE 70 MG 1 VIAL|1|1226
CATAFLAM 50MG 10TAB|10|14
CATHEJELL WITH LIDOCAINE 25 SYR|25|249
CAVERJECT 10MCG V+DS|1|45
CAVERJECT 20MCG V+DS|1|51
CAYSTON  75MG/VIAL 84 VIALS|84|9383
CEFAZOL 1g 10 VIALS|10|87
CEFAZOLIN - FRESENIUS 1000MG 10 VIAL|10|87
CEFAZOLIN -VIT 1 vial|1|8
CEFOVIT 125 SUSP 60ML|60|11
CEFOVIT 250 SUSP 60ML|60|16
CEFOVIT 250MG 10CAPS|10|6
CEFOVIT FORTE 10CAPS|10|12
CEFOVIT FORTE 500 MG 20 CAPS|20|25
CEFTAZIDIME FRESENIUS  1 G 10 VIAL|10|270
CEFTAZIDIME TEVA 1GR/VIAL|1|31
CEFTAZIDIME TEVA 2GR/VIAL|1|61
CEFTAZIDIME-VIT 1GR/VIAL   10VIALS|10|270
CEFTAZIDINE PANPHARMA 1G 10VIAL|10|270
CEFTAZIDINE PANPHARMA 2G 10VIALS|10|539
CEFTRIAXONE - FRESENIUS 1000MG 10 VIAL|10|222
CEFTRIAXONE S.K. POWDER FOR SOL FOR INJ 1GR|1|24
CEFTRIAXONE-VIT  1GR/VIAL  10ML|1|24
CEFURAX 250MG 10TAB|10|19
CEFURAX 500MG 10TAB|10|36
CEFUROXIME  FRESENIUS 750 MG 10 VIAL|10|123
CELCOX 100MG 20CAPS|20|15
CELCOX 200MG 10CAPS|10|20
CELESTONE CHRONODOSE 1ML AMP|1|14
CELLCEPT 250MG 100CAPS|100|272
CELLCEPT 500MG 50TAB|50|272
CELSENTRI 150MG 60TAB|60|2520
CELSENTRI 300MG 60TAB|60|2520
CERAZETTE 0.075MG 1X28TAB|28|18
CERAZETTE 0.075MG 3X28TAB|84|54
CERDELGA 84.4 MG 56 CAPS|56|83844
CEREBONIN 120 MG 30F.C.TAB|30|83
CEREZYME 400 UNITS POWDER FOR SOL FOR INF|1|5467
CERNEVIT 1VIAL POWDER FOR INJ|1|49
CERTICAN 0.25MG 60 TAB|60|441
CERTICAN 0.50MG 60 TAB|60|813
CERTICAN 0.75MG 60 TAB|60|1219
CETRAXAL 3 MG/ML+0.25 MG/ ML 10 ML|10|29
CETROTIDE 0.25MG 7AMP|7|1195
CHAMPIX 0.5MG 55TAB|55|302
CHAMPIX 0.5MGX11TAB+1MGX42TAB|53|275
CHAMPIX 1MG 56TAB|56|283
CHAMPIX COMBO (1STARTER PACK+2PACKS 1MGX56)|165|859
CHENODEOXYCHOLIC ACID LEADIANT 250mg 100 caps|100|63638.
CHOLBAM 250MG 90CAPS|90|117791
CHOLBAM 50MG 90CAPS|90|29096
CIALIS 10MG 4TAB|4|245
CIALIS 2.5MG 28TAB|28|424
CIALIS 20MG 4TAB|4|200
CIALIS 20MG 8TAB|8|377
CIALIS 5MG 28TAB|28|429
CICLODERM  CREAM 15GR|15|10
CILARIL 1MG 28TAB|28|15
CILARIL 2.5MG 28TAB|28|21
CILARIL 5MG 28TAB|28|54
CILARIL PLUS 28TAB|28|72
CILAZAPRIL 2.5 MG 30 TABLETS|30|23
CILAZAPRIL 5MG 30TABLETS|30|58
CILAZAPRIL PLUS TEVA 30TAB|30|77
CILOXAN 0.3% EYE DROPS 5ML|5|17
CIMZIA 200MG/ML 2 SYRINGE PREFILLED|2|2954
CINACALCET TARO 30 MG 28 tab|28|814
CINACALCET TARO 60 MG 28 tab|28|1528
CINACALCET TARO 90 MG 28 TAB|28|2110
CINACALCET TEVA 30MG 30TAB|30|873
CINACALCET TEVA 60MG 30TAB|30|1638
CINACALCET TEVA 90MG 28TAB|28|2110
CINACALCET TRIMA 30 MG 28TAB|28|814
CINACALCET TRIMA 60 MG 28TAB|28|1528
CINACALCET TRIMA 90 MG 28TAB|28|2110
CINQAIR 10MG/MLVIAL 10ML|1|2058
CIPRALEX 10MG 28TAB|28|31
CIPRALEX 15MG 28TAB|28|29
CIPRALEX 20MG 28TAB|28|47
CIPRAMIL 20MG 28TAB|28|26
CIPRAMIL 40MG 28TABS|28|42
CIPRODEX 250MG 10TAB|10|16
CIPRODEX 500MG 10TAB|10|23
CIPRODEX 750MG 10TAB|10|32
CIPROFLOXACIN I.V G.E.S. 2 MG/ML 100 ML 50 BAGS|5000|1886
CIPROFLOXACIN I.V G.E.S. 2 MG/ML 200 ML 20 BAGS|4000|1509
CIPROFLOXACIN TEVA INFUSION 2MG/ML 10BAGX100ML|1000|377
CIPROFLOXACIN TEVA INFUSION 2MG/ML 10BAGX200ML|2000|754
CIPROFLOXACIN-TEVA 250MG 10TAB|10|16
CIPROFLOXACIN-TEVA 500MG 10TAB|10|23
CIRCADIN 2MG 30 SR TAB|30|96
CITALOPRAM  20 MG 30 TABLETS|30|28
CLARINASE REPETABS 14|14|29
CLASTEON 800MG  30TABS|30|340
CLAVENIR 10 VIAL (1.2G)|10|118
CLEXANE 100MG SAFETY LOCK 2X1ML SYR PREFIL SAFETY LOCK|2|56
CLEXANE 120MG/0.8ML SAFETY LOCK 10 SYR PREFIL|10|266
CLEXANE 150MG/ML SAFETY LOCK 10 SYR PREFIL|10|360
CLEXANE 20MG SAFETY LOCK 2X0.2ML SYR PREFIL|2|16
CLEXANE 40MG SAFETY LOCK 2X0.4ML SYR PREFIL|2|30
CLEXANE 60MG SAFETY LOCK 2X0.6ML SYR PREFIL|2|40
CLEXANE 80MG SAFETY LOCK 2X0.8ML SYR PREFIL|2|47
CLOBETASOL PROPIONATE TRIMA CREAM 25G|25|13
CLOBETASOL PROPIONATE TRIMA SCALP APPLICATION 30ML|30|19
CLOFARABINE S.K. 1MG/1ML 1 VIAL 20 ML|1|4970
CLONEX 0.5MG 30TAB|30|11
CLONEX 2MG 30TAB|30|12
CLONNIRIT 25MCG 30T|30|18
CLOOD 75MG 30TAB|30|45
