_unit_id,product_link,product_price,product_title,query,source,,,,,,
711158482,http://www.ebay.com/itm/Sony-PlayStation-4-Latest-Model-500-GB-Jet-Black-Console-/251935643425?pt=LH_DefaultDomain_0&hash=item3aa888d721,315,Sony PlayStation 4 (Latest Model)- 500 GB Jet Black Console,playstation 4,eBay,,,,,,
711158483,http://www.ebay.com/itm/Sony-Playstation-4-PS4-1105A-Video-Game-Console-500GB-White-Latest-Model-/331397300323?pt=LH_DefaultDomain_0&hash=item4d28d18063,467.2,[Sony] Playstation 4 PS4 1105A Video Game Console 500GB White - Latest Model,playstation 4,eBay,,,,,,
711158484,http://www.ebay.com/itm/NEW-Clinique-Repairwear-Laser-Focus-Wrinkle-Correcting-Eye-Cream-5ml-/141015736665?pt=LH_DefaultDomain_0&hash=item20d5316159,8.99,NEW! Clinique Repairwear Laser Focus Wrinkle Correcting Eye Cream  5ml,eye cream,eBay,,,,,,
711158485,http://www.ebay.com/itm/Obagi-Elastiderm-Eye-Treatment-Cream-0-5-oz-15g-Authentic-NiB-Sealed-5-/121451624128?pt=LH_DefaultDomain_0&hash=item1c4714b6c0,49.72,Obagi Elastiderm Eye Treatment Cream 0.5 oz / 15g Authentic NiB Sealed [5],eye cream,eBay,,,,,,
711158486,http://www.ebay.com/itm/Lancome-Renergie-Eye-Anti-Wrinkle-Firming-Eye-Cream-0-5oz-New-/231520361001?pt=LH_DefaultDomain_0&hash=item35e7b05a29,28.79,Lancome Renergie Eye Anti-Wrinkle & Firming Eye Cream 0.5oz New,eye cream,eBay,,,,,,
711158487,http://www.ebay.com/itm/OZ-Naturals-The-BEST-Eye-Gel-Eye-Cream-For-Dark-Circles-Puffiness-and-/251819088513?pt=LH_DefaultDomain_0&hash=item3aa1965a81,19.79,OZ Naturals - The BEST Eye Gel - Eye Cream For Dark Circles Puffiness and,eye cream,eBay,,,,,,
711158488,http://www.ebay.com/itm/Elastiderm-Eye-Cream-0-5oz-15g-/271852609134?pt=LH_DefaultDomain_0&hash=item3f4bad9e6e,49,Elastiderm Eye Cream (0.5oz/15g),eye cream,eBay,,,,,,
711158489,http://www.ebay.com/itm/new-CLINIQUE-Repairwear-Laser-Focus-Wrinkle-Correcting-Eye-Cream-0-17-oz-5-ml-/151418586012?pt=LH_DefaultDomain_0&hash=item234140439c,8.96,new CLINIQUE Repairwear Laser Focus Wrinkle Correcting Eye Cream 0.17 oz/ 5 ml,eye cream,eBay,,,,,,
711158490,http://www.ebay.com/itm/NIB-Full-Size-Dermalogica-Multivitamin-Power-Firm-Eye-Cream-/331534991663?pt=LH_DefaultDomain_0&hash=item4d3106812f,29,NIB Full Size Dermalogica Multivitamin Power Firm Eye Cream,eye cream,eBay,,,,,,
711158491,http://www.ebay.com/itm/24K-Gold-Collagen-Anti-Dark-Circles-Anti-Aging-Bio-Essence-Repairing-Eye-Cream-/171439126019?pt=LH_DefaultDomain_0&hash=item27ea917603,5.89,24K Gold Collagen Anti-Dark Circles Anti-Aging Bio Essence Repairing Eye Cream,eye cream,eBay,,,,,,
711158492,http://www.ebay.com/itm/Clinique-Repairwear-Laser-Focus-Wrinkle-Correcting-Eye-Cream-Full-Size-5oz-15mL-/291408235326?pt=LH_DefaultDomain_0&hash=item43d948cb3e,34.99,Clinique Repairwear Laser Focus Wrinkle Correcting Eye Cream Full Size .5oz 15mL,eye cream,eBay,,,,,,
711158493,http://www.ebay.com/itm/NEW-Clinique-Repairwear-Laser-Focus-Wrinkle-Correcting-Eye-Cream-5ml-/141643099643?pt=LH_DefaultDomain_0&hash=item20fa962dfb,8.99,NEW! Clinique Repairwear Laser Focus Wrinkle Correcting Eye Cream  5ml,eye cream,eBay,,,,,,
711158494,http://www.ebay.com/itm/3-Clinique-Repairwear-Laser-Focus-Wrinkle-Correcting-Eye-Cream-17-oz-5-ml-Each-/271850259596?pt=LH_DefaultDomain_0&hash=item3f4b89c48c,21.97,3 Clinique Repairwear Laser Focus Wrinkle Correcting Eye Cream .17 oz/5 ml Each,eye cream,eBay,,,,,,
711158495,http://www.ebay.com/itm/Lancome-High-Resolution-Eye-Cream-95-Oz-Refill-3X-25-Oz-Plus-20-Oz-Lot-/161679604684?pt=LH_DefaultDomain_0&hash=item25a4dafbcc,23.5,Lancome High Resolution Eye Cream .95 Oz Refill-3X .25 Oz Plus .20 Oz Lot,eye cream,eBay,,,,,,
711158496,http://www.ebay.com/itm/NEW-Clinique-Repairwear-Laser-Focus-Wrinkle-Correcting-Eye-Cream-5ml-/251936161971?pt=LH_DefaultDomain_0&hash=item3aa890c0b3,9.99,NEW! Clinique Repairwear Laser Focus Wrinkle Correcting Eye Cream 5ml,eye cream,eBay,,,,,,
711158497,http://www.ebay.com/itm/Neutrogena-Rapid-Wrinkle-Repair-Eye-Cream-0-5-Oz-New-/221755779183?pt=LH_DefaultDomain_0&hash=item33a1aca86f,13.98,Neutrogena Rapid Wrinkle Repair Eye Cream -0.5 Oz. -New-,eye cream,eBay,,,,,,
711158498,http://www.ebay.com/itm/20g-Snail-Repair-Eye-Cream-Natural-Anti-Dark-Circles-Puffiness-Aging-Wrinkles-/400900136107?pt=LH_DefaultDomain_0&hash=item5d57829cab,9.19,20g Snail Repair Eye Cream Natural Anti-Dark Circles Puffiness Aging Wrinkles,eye cream,eBay,,,,,,
711158499,http://www.ebay.com/itm/Vichy-Neovadiol-GF-Eye-Lip-Contour-Cream-0-5-Fl-Oz-/141643942775?pt=LH_DefaultDomain_0&hash=item20faa30b77,9.99,Vichy-Neovadiol GF Eye & Lip Contour Cream 0.5 Fl. Oz,eye cream,eBay,,,,,,
711158500,http://www.ebay.com/itm/Obagi-Elastiderm-Eye-Cream-0-5-oz-New-In-Box-100-Authentic-New-Packaging-/331533153857?pt=LH_DefaultDomain_0&hash=item4d30ea7641,49.71,Obagi Elastiderm Eye Cream 0.5 oz. New In Box. 100% Authentic! New Packaging!,eye cream,eBay,,,,,,
711158501,http://www.ebay.com/itm/NEW-Clinique-Repairwear-Laser-Focus-Wrinkle-Correcting-Eye-Cream-17oz-5ml-/231504943626?pt=LH_DefaultDomain_0&hash=item35e6c51a0a,8.88,NEW! Clinique Repairwear Laser Focus Wrinkle Correcting Eye Cream  .17oz / 5ml,eye cream,eBay,,,,,,
711158502,http://www.ebay.com/itm/Kiehls-CREAMY-EYE-TREATMENT-cream-with-AVOCADO-0-5-oz-FULL-SIZE-/291442921806?pt=LH_DefaultDomain_0&hash=item43db5a114e,19.5,Kiehl's CREAMY EYE TREATMENT cream with AVOCADO 0.5 oz FULL SIZE,eye cream,eBay,,,,,,
711158503,http://www.ebay.com/itm/Clinique-repairwear-laser-focus-wrinkle-correcting-eye-cream-5-oz-15ml-/171757581139?pt=LH_DefaultDomain_0&hash=item27fd8cb353,26.75,Clinique repairwear laser focus wrinkle correcting eye cream .5 oz 15ml,eye cream,eBay,,,,,,
711158504,http://www.ebay.com/itm/Caudalie-Premier-Cru-The-Eye-Cream-La-Creme-New-Anti-Aging-Eye-Treatment-/271844794220?pt=LH_DefaultDomain_0&hash=item3f4b365f6c,14.99,Caudalie Premier Cru The Eye Cream La Creme New Anti Aging Eye Treatment,eye cream,eBay,,,,,,
711158505,http://www.ebay.com/itm/Jeunesse-Instantly-Ageless-New-Box-Of-50-Sachets-Eye-Face-Wrinkle-Cream-/191488765385?pt=LH_DefaultDomain_0&hash=item2c959eadc9,65.99,Jeunesse Instantly Ageless -- New Box Of 50 Sachets -- Eye - Face Wrinkle Cream,eye cream,eBay,,,,,,
711158506,http://www.ebay.com/itm/VELOUR-SKIN-EYE-CREAM-5-FL-OZ-15ML-NEW-NIP-ANTI-AGING-WRINKLE-CREAM-/171762640740?pt=LH_DefaultDomain_0&hash=item27fdd9e764,12.99,VELOUR SKIN EYE CREAM .5 FL OZ 15ML NEW NIP ANTI-AGING WRINKLE CREAM,eye cream,eBay,,,,,,
711158507,http://www.ebay.com/itm/Shiseido-White-Lucent-Anti-Dark-Circles-Puffiness-Eye-Cream-15ml-53oz-Full-Size-/231416090984?pt=LH_DefaultDomain_0&hash=item35e1795168,37.9,Shiseido White Lucent Anti-Dark Circles/Puffiness Eye Cream 15ml/.53oz Full Size,eye cream,eBay,,,,,,
711158508,http://www.ebay.com/itm/Murad-Resurgence-Renewing-Eye-Cream-Anti-Aging-25-oz-NEW-Dark-Circles-Wrinkle-/141647993816?pt=LH_DefaultDomain_0&hash=item20fae0dbd8,19.49,Murad Resurgence Renewing Eye Cream Anti-Aging .25 oz NEW Dark Circles Wrinkle,eye cream,eBay,,,,,,
711158509,http://www.ebay.com/itm/D-Link-DIR-615-300Mbps-Wireless-N-Router-4-Port-w-Firewall-/221417068842?pt=LH_DefaultDomain_0&hash=item338d7c592a,17.95,D-Link DIR-615 300Mbps Wireless-N Router 4-Port w/Firewall,routers,eBay,,,,,,
711158510,http://www.ebay.com/itm/Triton-MOF001-2-1-4hp-dual-mode-precision-Router-New-3-day-auction-/321735833636?pt=LH_DefaultDomain_0&hash=item4ae8f33824,180.5,Triton MOF001 2 1/4hp dual mode precision Router. New!! *3 day auction*,routers,eBay,,,,,,
711158511,http://www.ebay.com/itm/Porter-Cable-3-1-4-HP-Five-Speed-Router-7518-Power-Tools-Routers-/181728302109?pt=LH_DefaultDomain_0&hash=item2a4fd9d41d,275,Porter-Cable  3-1/4 HP Five-Speed Router 7518 - Power Tools   Routers,routers,eBay,,,,,,
711158512,http://www.ebay.com/itm/Linksys-EA6900-AC1900-Wi-Fi-Wireless-Router-Dual-Band-with-Gigabit-USB-3-0-Port-/301378755139?pt=LH_DefaultDomain_0&hash=item462b92da43,99.99,Linksys EA6900 AC1900 Wi-Fi Wireless Router Dual Band with Gigabit &USB 3.0 Port,routers,eBay,,,,,,
711158513,http://www.ebay.com/itm/Linksys-EA6500-1300-Mbps-4-Port-Gigabit-Wireless-AC-Router-/261859894284?pt=LH_DefaultDomain_0&hash=item3cf810e40c,25,Linksys EA6500 1300 Mbps 4-Port Gigabit Wireless AC Router,routers,eBay,,,,,,
711158514,http://www.ebay.com/itm/Makita-RT0700CX3-1-1-4-Horsepower-Compact-Router-Kit-Trimmer-NEW-/331535015609?pt=LH_DefaultDomain_0&hash=item4d3106deb9,132.5,Makita RT0700CX3 1-1/4 Horsepower Compact Router Kit / Trimmer NEW,routers,eBay,,,,,,
711158515,http://www.ebay.com/itm/NETGEAR-R6250-AC1600-Smart-WiFi-Dual-Band-Gigabit-Router-802-11ac-300-1300-Mbps-/331538466703?pt=LH_DefaultDomain_0&hash=item4d313b878f,45,NETGEAR R6250 AC1600 Smart WiFi Dual Band Gigabit Router 802.11ac 300 1300 Mbps,routers,eBay,,,,,,
711158516,http://www.ebay.com/itm/NETGEAR-Nighthawk-AC1900-Dual-Band-Wi-Fi-Gigabit-Router-R7000-BRAND-NEW-SEALED-/131493764346?pt=LH_DefaultDomain_0&hash=item1e9da39cfa,140,NETGEAR Nighthawk AC1900 Dual Band Wi-Fi Gigabit Router (R7000) BRAND NEW SEALED,routers,eBay,,,,,,
711158517,http://www.ebay.com/itm/Netgear-WNDR3400-N600-Wireless-Dual-Band-Router-WNDR3400-100-/171742747875?pt=LH_DefaultDomain_0&hash=item27fcaa5ce3,45,Netgear WNDR3400 N600 Wireless Dual Band Router (WNDR3400-100),routers,eBay,,,,,,
711158518,http://www.ebay.com/itm/Netgear-N600-300-Mbps-4-Port-10-100-Wireless-N-Router-WNDR3400-/321732099037?pt=LH_DefaultDomain_0&hash=item4ae8ba3bdd,27,Netgear N600 300 Mbps 4-Port 10/100 Wireless N Router (WNDR3400),routers,eBay,,,,,,
711158519,http://www.ebay.com/itm/NETGEAR-N600-WNDR3400-Wireless-Dual-Band-Router-F-S-/371314644524?pt=LH_DefaultDomain_0&hash=item567413d62c,21.99,NETGEAR N600 WNDR3400 Wireless Dual Band Router F/S,routers,eBay,,,,,,
711158520,http://www.ebay.com/itm/Netgear-NIGHTHAWK-AC1900-1300-Mbps-4-Port-Gigabit-Wireless-AC-Router-R7000-/111655240550?pt=LH_DefaultDomain_0&hash=item19ff2bc366,143.99,Netgear NIGHTHAWK  AC1900 1300 Mbps 4-Port Gigabit Wireless AC Router (R7000),routers,eBay,,,,,,
711158521,http://www.ebay.com/itm/Netgear-N900-450-Mbps-4-Port-Gigabit-Wireless-N-Router-WNDR4500-/281668416613?pt=LH_DefaultDomain_0&hash=item4194bef465,50,Netgear N900 450 Mbps 4-Port Gigabit Wireless N Router (WNDR4500),routers,eBay,,,,,,
711158522,http://www.ebay.com/itm/Netgear-R6300V2-AC1750-1300-Mbps-4-Port-Gigabit-Wireless-AC-Router-/281672628800?pt=LH_DefaultDomain_0&hash=item4194ff3a40,56,Netgear R6300V2 AC1750 1300 Mbps 4-Port Gigabit Wireless AC Router,routers,eBay,,,,,,
711158523,http://www.ebay.com/itm/Makita-RT0701C-1-1-4-HP-Compact-Router-With-FACTORY-WARRANTY-/181578856229?pt=LH_DefaultDomain_0&hash=item2a46f17725,79.95,Makita RT0701C 1-1/4 HP Compact Router With FACTORY WARRANTY!!!,routers,eBay,,,,,,
711158524,http://www.ebay.com/itm/CISCO-LINKSYS-EA4500-DUAL-BAND-N9000-WIRELESS-ROUTER-802-11N-UP-TO-450-MBPs-/301601427715?pt=LH_DefaultDomain_0&hash=item4638d89103,10.5,CISCO LINKSYS EA4500 DUAL-BAND N9000 WIRELESS ROUTER, 802.11N, UP TO 450 MBPs,routers,eBay,,,,
711158525,http://www.ebay.com/itm/Netgear-N300-v-3-300-Mbps-5-Port-10-100-Wireless-N-Router-WNR2000-/261865282319?pt=LH_DefaultDomain_0&hash=item3cf8631b0f,5,Netgear N300 v.3 300 Mbps 5-Port 10/100 Wireless N Router (WNR2000),routers,eBay,,,,,,
711158526,http://www.ebay.com/itm/Netgear-Nighthawk-R7000-2330-Mbps-4-Port-Gigabit-Wireless-N-Router-/261865168887?pt=LH_DefaultDomain_0&hash=item3cf8615ff7,160,Netgear Nighthawk  R7000 2330 Mbps 4-Port Gigabit Wireless N Router...,routers,eBay,,,,,,
711158527,http://www.ebay.com/itm/Netgear-N900-450-Mbps-4-Port-Gigabit-Wireless-N-Router-R4500-FreE-ShiPPinG-/171763023276?pt=LH_DefaultDomain_0&hash=item27fddfbdac,44.99,Netgear N900  450 Mbps 4-Port Gigabit Wireless N Router R4500 ~ FreE ShiPPinG ~,routers,eBay,,,,,,
711158528,http://www.ebay.com/itm/D-Link-Wireless-Router-Model-DIR-625-/231542580777?pt=LH_DefaultDomain_0&hash=item35e9036629,5,D-Link Wireless Router Model DIR-625,routers,eBay,,,,,,
711158529,http://www.ebay.com/itm/D-Link-DIR-657-300-Mbps-4-Port-Gigabit-Wireless-N-Router-Hd-Media-Router-1000-/111656833712?pt=LH_DefaultDomain_0&hash=item19ff4412b0,28,D-Link DIR-657 300 Mbps 4-Port Gigabit Wireless N Router Hd Media Router 1000,routers,eBay,,,,,,
711158530,http://www.ebay.com/itm/D-Link-DIR-860L-AC1200-4-Port-Cloud-Router-Gigabit-Wireless-802-11-AC-/221756712042?pt=LH_DefaultDomain_0&hash=item33a1bae46a,50,D-Link DIR-860L AC1200  4-Port Cloud Router Gigabit Wireless 802.11 AC,routers,eBay,,,,,,
711158531,http://www.ebay.com/itm/D-Link-DIR-862L-Wireless-AC1600-Dual-Band-Gigabit-Router-/321732104185?pt=LH_DefaultDomain_2&hash=item4ae8ba4ff9,40,D-Link DIR-862L Wireless AC1600 Dual Band Gigabit Router,routers,eBay,,,,,,
711158532,http://www.ebay.com/itm/LINKSYS-AC1600-DUAL-BAND-SMART-WI-FI-ROUTER-EA6400-BRAND-NEW-/301604725310?pt=LH_DefaultDomain_0&hash=item46390ae23e,63,LINKSYS AC1600 DUAL BAND SMART WI-FI ROUTER EA6400 BRAND NEW,routers,eBay,,,,,,
711158533,http://www.ebay.com/itm/Netgear-AC1900-1300-Mbps-4-Port-Gigabit-Wireless-AC-Router-R7000-/281674411691?pt=LH_DefaultDomain_0&hash=item41951a6eab,120,Netgear AC1900 1300 Mbps 4-Port Gigabit Wireless AC Router (R7000),routers,eBay,,,,,,
711158534,http://www.ebay.com/itm/Panasonic-ES-LA63-Cordless-Rechargeable-Mens-Electric-Shaver-/201337911294?pt=LH_DefaultDomain_0&hash=item2ee0acb7fe,45,Panasonic ES-LA63 Cordless Rechargeable  Men's Electric Shaver,shaver panasonic,eBay,,,,,,
711158535,http://www.ebay.com/itm/Panasonic-ARC-5-Best-Mens-Shaver-/111651584739?pt=LH_DefaultDomain_0&hash=item19fef3fae3,127.5,Panasonic ARC 5 Best Mens Shaver,shaver panasonic,eBay,,,,,,
711158536,http://www.ebay.com/itm/Panasonic-Es8092-Wet-Dry-Electric-Razor-Shaver-Cordless-/111651556626?pt=LH_DefaultDomain_0&hash=item19fef38d12,40,Panasonic Es8092 Wet Dry Electric Razor Shaver Cordless,shaver panasonic,eBay,,,,,,
711158537,http://www.ebay.com/itm/Panasonic-ARC4-ES-RF31-s-Rechargeable-Electric-Shaver-Wet-dry-4-Nanotech-Blade-/321597257608?pt=LH_DefaultDomain_0&hash=item4ae0b0b788,68.98,Panasonic ARC4 ES-RF31-s Rechargeable Electric Shaver Wet/dry 4 Nanotech Blade,shaver panasonic,eBay,,,,,,
711158538,http://www.ebay.com/itm/Panasonic-ES3831K-Single-Blade-Travel-Shaver-Black-New-/351276044722?pt=LH_DefaultDomain_0&hash=item51c9af11b2,13.98,Panasonic ES3831K Single Blade Travel Shaver, Black New,shaver panasonic,eBay,,,,,
711158539,http://www.ebay.com/itm/Panasonic-ES8103S-Arc3-Electric-Shaver-Wet-Dry-with-Nanotech-Blades-for-Men-/221755293448?pt=LH_DefaultDomain_0&hash=item33a1a53f08,49.99,Panasonic ES8103S Arc3 Electric Shaver Wet/Dry with Nanotech Blades for Men,shaver panasonic,eBay,,,,,,
711158540,http://www.ebay.com/itm/Panasonic-ES8103S-Arc3-Electric-Shaver-Wet-Dry-with-Nanotech-Blades-/291427211284?pt=LH_DefaultDomain_0&hash=item43da6a5814,65.88,Panasonic ES8103S Arc3 Electric Shaver Wet/Dry with Nanotech Blades,shaver panasonic,eBay,,,,,,
711158541,http://www.ebay.com/itm/Panasonic-ES8243A-Arc4-Electric-Shaver-Wet-Dry-missing-cleaning-brush-/121545690510?pt=LH_DefaultDomain_0&hash=item1c4cb00d8e,57,Panasonic ES8243A Arc4 Electric Shaver Wet/Dry (missing cleaning brush),shaver panasonic,eBay,,,,,,
711158542,http://www.ebay.com/itm/Panasonic-Electric-Shaver-Rechargeable-Wet-Dry-Cordless-Foil-ES-RT51s-/251931974994?pt=LH_DefaultDomain_0&hash=item3aa850dd52,38.99,Panasonic Electric Shaver Rechargeable Wet / Dry Cordless Foil ES RT51s,shaver panasonic,eBay,,,,,,
711158543,http://www.ebay.com/itm/Panasonic-ES3831K-Single-Blade-Wet-Dry-Travel-Shaver-New-Sealed-/251856984391?pt=LH_DefaultDomain_0&hash=item3aa3d89947,15.76,Panasonic ES3831K Single Blade Wet & Dry Travel Shaver - New & Sealed,shaver panasonic,eBay,,,,,,
711158544,http://www.ebay.com/itm/Panasonic-ES8103S-Arc-3-E-W-O-POUCH-MANUAL-Mens-Wet-Dry-Rechargeable-Shaver-/181719323897?pt=LH_DefaultDomain_0&hash=item2a4f50d4f9,37.99,Panasonic ES8103S Arc 3 E W/O POUCH & MANUAL Men's Wet/Dry Rechargeable Shaver,shaver panasonic,eBay,,,,,,
711158545,http://www.ebay.com/itm/PANASONIC-ES3831K-Pro-Curve-Battery-Operated-Travel-Wet-Dry-Shaver-/201264418020?pt=LH_DefaultDomain_0&hash=item2edc4b4ce4,16.88,PANASONIC ES3831K Pro-Curve Battery Operated Travel Wet/Dry Shaver,shaver panasonic,eBay,,,,,,
711158546,http://www.ebay.com/itm/PANASONIC-ARC3-ES-LT33-S-WET-DRY-WASHABLE-RECHARGEABLE-MENS-ELECTRIC-SHAVER-NIB-/221751055080?pt=LH_DefaultDomain_0&hash=item33a16492e8,39.99,PANASONIC ARC3 ES-LT33-S WET DRY WASHABLE RECHARGEABLE MEN'S ELECTRIC SHAVER NIB,shaver panasonic,eBay,,,,,,
711158547,http://www.ebay.com/itm/Panasonic-ES-LV81-k-Arc-5-Wet-Dry-Rechargeable-Mens-Foil-Shaver-New-/221751343180?pt=LH_DefaultDomain_0&hash=item33a168f84c,269.95,Panasonic ES-LV81-k  Arc 5 Wet & Dry Rechargeable Men's Foil Shaver  New,shaver panasonic,eBay,,,,,,
711158548,http://www.ebay.com/itm/NEW-Panasonic-ES-RF31-S-4-Blade-Mens-Electric-Razor-Wet-Dry-Factory-Sealed-/291443144053?pt=LH_DefaultDomain_0&hash=item43db5d7575,68.88,NEW Panasonic ES-RF31-S 4 Blade Men's Electric Razor Wet/Dry, Factory Sealed,shaver panasonic,eBay,,,,,
711158549,http://www.ebay.com/itm/Panasonic-ES8243A-E-Arc4-Mens-Electric-Shaver-Wet-Dry-/181670746515?pt=LH_DefaultDomain_0&hash=item2a4c6b9993,65.99,Panasonic ES8243A E Arc4 Men's Electric Shaver Wet/Dry,shaver panasonic,eBay,,,,,,
